,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,acc_year,acc_month,acc_hr_day,new_date,day_name
3451693,A-3451857,Bing,,2,2019-04-29 07:37:02,2019-04-29 08:06:39,40.74434,-73.97124000000001,0.311,At 42nd St/Exit 9 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-04-29 07:51:00,47.0,47.0,48.0,30.25,10.0,ENE,3.0,0.0,Fair,True,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,4,7,2019-04-29,Monday
3452643,A-3452807,Bing,,3,2019-04-02 06:53:07,2019-04-02 07:22:34,40.73746,-73.97445,0.536,At Avenue C/20th St/23rd St/Exit 7 - Accident.,,FDR Dr S,R,New York,New York,NY,10010,US,US/Eastern,KNYC,2019-04-02 06:51:00,39.0,39.0,55.0,30.27,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,4,6,2019-04-02,Tuesday
3452699,A-3452863,Bing,,2,2019-04-02 17:53:56,2019-04-02 18:23:51,40.707451,-73.998692,0.163,At Cadman Plaza - Accident. Right lane blocked.,,Brooklyn Brg,R,New York,New York,NY,10038,US,US/Eastern,KJRB,2019-04-02 17:51:00,46.0,44.0,47.0,30.08,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,4,17,2019-04-02,Tuesday
3453219,A-3453383,Bing,,2,2019-05-03 07:54:42,2019-05-03 08:23:16,40.85005,-73.94481,0.052000000000000005,At RT-9A/Henry Hudson Pky - Accident. Lane blocked.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2019-05-03 07:51:00,50.0,50.0,89.0,29.99,7.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,7,2019-05-03,Friday
3453278,A-3453442,Bing,,3,2019-05-04 00:46:27,2019-05-04 01:16:10,40.716429999999995,-73.97559,0.305,At Houston St/Exit 5 - Accident.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2019-05-04 00:51:00,53.0,53.0,96.0,29.83,1.0,CALM,0.0,0.06,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,5,0,2019-05-04,Saturday
3453758,A-3453922,Bing,,2,2019-05-04 12:46:29,2019-05-04 13:14:08,40.797799,-73.91971,0.295,Between Robert F Kennedy Brg and I-87 - Accident.,,Robert F Kennedy Bridge,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-05-04 12:51:00,62.0,62.0,84.0,29.72,4.0,VAR,3.0,0.0,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,12,2019-05-04,Saturday
3454404,A-3454568,Bing,,2,2019-05-06 14:18:44,2019-05-06 14:47:05,40.76465,-73.95241999999999,0.16899999999999998,At 71st St/Exit 13 - Accident. Left lane blocked.,,FDR Dr S,R,New York,New York,NY,10021,US,US/Eastern,KNYC,2019-05-06 13:51:00,72.0,72.0,44.0,29.83,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,14,2019-05-06,Monday
3454935,A-3455099,Bing,,3,2019-05-07 15:40:27,2019-05-07 16:09:43,40.743834,-73.97156700000001,0.147,At 42nd St/Exit 9 - Accident. Two lanes blocked.,2490.0, FDR Dr,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-05-07 15:51:00,69.0,,57.0,29.96,10.0,,,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,5,15,2019-05-07,Tuesday
3454958,A-3455122,Bing,,2,2019-05-07 17:54:03,2019-05-07 18:23:39,40.778472,-73.943198,0.0,At 79th St - Accident. Right lane blocked.,,FDR Dr S,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2019-05-07 17:51:00,67.0,67.0,63.0,29.93,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,17,2019-05-07,Tuesday
3454966,A-3455130,Bing,,2,2019-05-07 19:52:27,2019-05-07 20:21:22,40.847573,-73.934834,0.0,At Amsterdam Ave/Harlem River Dr - Accident. Right lane blocked.,1370.0, Saint Nicholas Ave,R,New York,New York,NY,10033-6210,US,US/Eastern,KNYC,2019-05-07 19:51:00,64.0,64.0,70.0,29.94,10.0,ENE,5.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,19,2019-05-07,Tuesday
3455520,A-3455684,Bing,,2,2019-05-08 08:59:57,2019-05-08 09:29:34,40.814763,-73.93439000000001,0.188,At Park Ave/NB Exit 21/SB Exit 20 - Accident. Lane blocked.,,Harlem River Dr S,R,New York,New York,NY,10037,US,US/Eastern,KNYC,2019-05-08 08:51:00,58.0,58.0,70.0,30.08,10.0,VAR,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,8,2019-05-08,Wednesday
3456743,A-3456907,Bing,,2,2019-05-10 21:17:13,2019-05-10 21:45:00,40.71913,-74.00206999999999,0.092,Between Broadway and Lafayette St/Centre St - Accident. Left lane blocked.,98.0, Lispenard St,R,New York,New York,NY,10013-2506,US,US/Eastern,KJRB,2019-05-10 20:51:00,71.0,71.0,70.0,29.79,10.0,VAR,5.0,0.0,Fair,True,False,True,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Day,2019,5,21,2019-05-10,Friday
3456755,A-3456919,Bing,,3,2019-05-10 22:17:12,2019-05-10 22:46:14,40.81299,-73.93441999999999,0.08,At 5th Ave/142nd St/Exit 22 - Accident. Right lane blocked. Center lane blocked.,,Harlem River Dr S,R,New York,New York,NY,10037,US,US/Eastern,KNYC,2019-05-10 21:51:00,70.0,70.0,76.0,29.77,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,5,22,2019-05-10,Friday
3457920,A-3458084,Bing,,3,2019-05-13 17:40:32,2019-05-13 18:09:42,40.76276,-73.95425,0.095,At RT-25/63rd St/Exit 12 - Accident. Two lanes blocked.,,FDR Dr S,R,New York,New York,NY,10065,US,US/Eastern,KNYC,2019-05-13 17:35:00,47.0,44.0,93.0,29.7,2.0,NE,6.0,0.12,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,17,2019-05-13,Monday
3457925,A-3458089,Bing,,2,2019-05-13 20:26:12,2019-05-13 20:55:50,40.84598,-73.93016999999999,0.105,Between Washington Brg Lower LVL Split and Amsterdam Ave - Accident. Center lane blocked.,,Alexander Hamilton Brg W,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-13 20:23:00,46.0,41.0,89.0,29.69,10.0,ENE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,5,20,2019-05-13,Monday
3457926,A-3458090,Bing,,2,2019-05-13 20:26:12,2019-05-13 20:55:50,40.845979,-73.930167,0.0,At Alexander Hamilton Brg - Accident. Center lane blocked.,,Alexander Hamilton Brg W,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-13 20:23:00,46.0,41.0,89.0,29.69,10.0,ENE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,5,20,2019-05-13,Monday
3457939,A-3458103,Bing,,2,2019-05-13 21:12:42,2019-05-13 21:41:05,40.78386,-73.9851,0.289,At 79th St - Accident. Lane blocked.,,Henry Hudson Pkwy N,R,New York,New York,NY,10024,US,US/Eastern,KNYC,2019-05-13 21:13:00,46.0,46.0,93.0,29.68,7.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,5,21,2019-05-13,Monday
3457940,A-3458104,Bing,,3,2019-05-13 20:56:12,2019-05-13 21:26:11,40.70644,-74.0024,0.457,At Brooklyn Brg/Exit 2 - Accident. Two lanes blocked.,,FDR Dr N,R,New York,New York,NY,10038,US,US/Eastern,KJRB,2019-05-13 20:51:00,46.0,42.0,89.0,29.7,10.0,ENE,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,5,20,2019-05-13,Monday
3459566,A-3459730,Bing,,3,2019-05-16 04:11:11,2019-05-16 04:40:28,40.70126,-74.01250999999999,0.122,At South St - Accident.,,Ferry Terminal,R,New York,New York,NY,10004,US,US/Eastern,KJRB,2019-05-16 03:51:00,53.0,53.0,93.0,29.69,6.0,VAR,3.0,0.02,Light Rain,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2019,5,4,2019-05-16,Thursday
3459650,A-3459814,Bing,,2,2019-05-16 20:29:14,2019-05-16 20:58:33,40.847465,-73.93486800000001,0.0,At Amsterdam Ave/Harlem River Dr - Accident. Lane blocked.,1360.0, Saint Nicholas Ave,R,New York,New York,NY,10033-6251,US,US/Eastern,KNYC,2019-05-16 20:51:00,66.0,66.0,36.0,29.71,10.0,CALM,0.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2019,5,20,2019-05-16,Thursday
3460183,A-3460347,Bing,,2,2019-05-17 15:32:19,2019-05-17 16:01:30,40.85002,-73.94399,0.899,Between Amsterdam Ave/Harlem River Dr and Hudson Ter/Palisades Pky - Accident. Right lane blocked.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-17 15:51:00,75.0,75.0,53.0,29.56,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,15,2019-05-17,Friday
3460201,A-3460365,Bing,,2,2019-05-17 17:21:44,2019-05-17 17:50:02,40.781279999999995,-73.9441,0.221,At 96th St/Exit 14 - Accident. Center lane blocked.,,FDR Dr N,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2019-05-17 16:51:00,75.0,75.0,51.0,29.57,10.0,VAR,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,17,2019-05-17,Friday
3460623,A-3460787,Bing,,3,2019-05-18 19:41:13,2019-05-18 20:10:01,40.71935,-73.99889,0.114,At Broome St - Accident.,215.0, Centre St,L,New York,New York,NY,10013-3601,US,US/Eastern,KJRB,2019-05-18 19:51:00,64.0,64.0,48.0,29.87,10.0,CALM,0.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,19,2019-05-18,Saturday
3460625,A-3460789,Bing,,2,2019-05-18 21:35:12,2019-05-18 22:05:06,40.84319,-73.93079,0.387,At Dyckman St/10th Ave - Accident. Left lane blocked.,,Harlem River Dr N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-18 21:51:00,61.0,61.0,56.0,29.9,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,5,21,2019-05-18,Saturday
3461203,A-3461367,Bing,,3,2019-05-20 19:58:27,2019-05-20 20:27:09,40.847715,-73.934786,0.0,At RT-9/US-9/Hudson Pky/178th St - Accident. Two lanes blocked.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-20 19:51:00,81.0,81.0,47.0,29.56,10.0,VAR,3.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,19,2019-05-20,Monday
3461598,A-3461762,Bing,,3,2019-05-21 17:29:18,2019-05-21 22:06:57,40.7574,-73.9934,0.068,At 39th St - Overturned vehicle. Two lanes blocked.,543.0, 9th Ave,L,New York,New York,NY,10018-1304,US,US/Eastern,KNYC,2019-05-21 17:51:00,70.0,,25.0,29.81,10.0,,,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,5,17,2019-05-21,Tuesday
3461601,A-3461765,Bing,,2,2019-05-21 17:53:18,2019-05-21 18:21:17,40.74434,-73.97124000000001,0.311,At 42nd St/Exit 9 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-05-21 17:51:00,70.0,,25.0,29.81,10.0,,,0.0,Fair,True,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,5,17,2019-05-21,Tuesday
3461625,A-3461789,Bing,,2,2019-05-22 00:49:26,2019-05-22 01:16:33,40.781279999999995,-73.9441,0.221,At 96th St/Exit 14 - Accident. Right lane blocked.,,FDR Dr N,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2019-05-22 00:51:00,60.0,60.0,39.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,5,0,2019-05-22,Wednesday
3462070,A-3462234,Bing,,2,2019-05-22 10:42:43,2019-05-22 11:12:31,40.74434,-73.97124000000001,0.311,At 42nd St/Exit 9 - Accident. Lane blocked.,,FDR Dr N,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-05-22 10:51:00,67.0,67.0,33.0,30.09,10.0,VAR,5.0,0.0,Fair,True,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,5,10,2019-05-22,Wednesday
3462093,A-3462257,Bing,,2,2019-05-22 16:16:28,2019-05-22 16:44:13,40.847667,-73.934674,0.0,At RT-9/US-9/Hudson Pky/178th St - Accident. Right lane blocked.,1370.0, Saint Nicholas Ave,R,New York,New York,NY,10033-6210,US,US/Eastern,KNYC,2019-05-22 15:51:00,73.0,73.0,25.0,30.06,10.0,CALM,0.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,16,2019-05-22,Wednesday
3462680,A-3462844,Bing,,2,2019-05-23 14:06:00,2019-05-23 14:33:52,40.76675,-73.95071999999999,0.179,At 71st St/Exit 13 - Accident. Right lane blocked.,,FDR Dr N,R,New York,New York,NY,10021,US,US/Eastern,KNYC,2019-05-23 13:51:00,69.0,69.0,61.0,29.91,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,14,2019-05-23,Thursday
3462685,A-3462849,Bing,,2,2019-05-23 14:24:42,2019-05-23 14:54:18,40.79441,-73.93111999999999,0.038,At 116th St/Exit 16 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2019-05-23 14:51:00,71.0,,61.0,29.87,10.0,,,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,14,2019-05-23,Thursday
3463219,A-3463383,Bing,,2,2019-05-24 08:08:13,2019-05-24 08:37:26,40.84988,-73.94383,0.489,Between RT-9/US-9/Hudson Pky/178th St and Amsterdam Ave/Harlem River Dr - Accident. Lane blocked.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-24 07:51:00,66.0,66.0,54.0,29.72,10.0,WNW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,8,2019-05-24,Friday
3463294,A-3463458,Bing,,2,2019-05-24 18:30:46,2019-05-24 19:00:18,40.708729999999996,-73.99821,0.063,Ramp to Brooklyn Brg/Exit 2 - Accident. Right lane blocked.,,FDR Dr S,R,New York,New York,NY,10002,US,US/Eastern,KJRB,2019-05-24 18:51:00,70.0,70.0,49.0,29.89,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,18,2019-05-24,Friday
3463329,A-3463493,Bing,,3,2019-05-24 20:48:43,2019-05-24 21:18:08,40.76082,-73.99831999999999,0.0,At 11th Ave - Accident. Two lanes blocked.,558.0, 11th Ave,R,New York,New York,NY,10036-2107,US,US/Eastern,KNYC,2019-05-24 20:51:00,66.0,,52.0,29.96,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Day,Day,2019,5,20,2019-05-24,Friday
3463330,A-3463494,Bing,,3,2019-05-24 20:48:43,2019-05-24 21:18:08,40.76082,-73.99831999999999,0.0,At 11th Ave - Accident. Two lanes blocked.,558.0, 11th Ave,R,New York,New York,NY,10036-2107,US,US/Eastern,KNYC,2019-05-24 20:51:00,66.0,,52.0,29.96,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Day,Day,2019,5,20,2019-05-24,Friday
3463784,A-3463948,Bing,,2,2019-05-25 14:31:30,2019-05-25 16:02:18,40.84534,-73.92815,0.484,At I-87/Exit 1 - Accident. Lane blocked.,,Alexander Hamilton Brg E,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-25 14:51:00,69.0,69.0,51.0,30.03,10.0,SE,9.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,14,2019-05-25,Saturday
3463948,A-3464112,Bing,,3,2019-05-26 11:05:12,2019-05-26 11:35:06,40.85002,-73.94399,0.899,Between Amsterdam Ave/Harlem River Dr and Hudson Ter/Palisades Pky - Accident. Three lanes blocked.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-26 10:51:00,77.0,77.0,60.0,29.8,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,11,2019-05-26,Sunday
3464557,A-3464721,Bing,,2,2019-05-28 18:39:19,2019-05-28 19:08:35,40.79282,-73.92385999999999,0.377,Ramp to 46 - Accident.,,Robert F Kennedy Brg E,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-05-28 18:44:00,71.0,71.0,75.0,29.52,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,18,2019-05-28,Tuesday
3465184,A-3465348,Bing,,2,2019-05-29 07:16:47,2019-05-29 07:46:43,40.848255,-73.936431,0.171,At Amsterdam Ave/Harlem River Dr - Accident. Lane blocked.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-29 07:34:00,63.0,63.0,84.0,29.59,8.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,7,2019-05-29,Wednesday
3465189,A-3465353,Bing,,3,2019-05-29 09:39:19,2019-05-29 10:08:33,40.847544,-73.93504899999999,0.001,At Amsterdam Ave/Harlem River Dr - Accident.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-29 09:51:00,60.0,60.0,83.0,29.61,10.0,NE,7.0,0.0,Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,5,9,2019-05-29,Wednesday
3465246,A-3465410,Bing,,2,2019-05-29 19:19:03,2019-05-29 19:48:16,40.84644,-73.93082,0.026000000000000002,Ramp to I-95/Cross Bronx Expy Southbound - Accident. Right lane blocked.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-29 19:23:00,57.0,57.0,96.0,29.59,3.0,VAR,3.0,0.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,19,2019-05-29,Wednesday
3465869,A-3466033,Bing,,3,2019-05-30 01:57:15,2019-05-30 02:26:46,40.781279999999995,-73.9441,0.221,At 96th St/Exit 14 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2019-05-30 01:51:00,57.0,57.0,96.0,29.6,3.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,5,1,2019-05-30,Thursday
3465879,A-3466043,Bing,,2,2019-05-30 07:50:34,2019-05-30 08:19:56,40.785,-73.94091,0.409,At 96th St/Exit 14 - Accident. Left lane blocked.,,FDR Dr S,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2019-05-30 07:51:00,58.0,58.0,97.0,29.66,1.0,VAR,5.0,0.0,Fog,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,7,2019-05-30,Thursday
3465904,A-3466068,Bing,,3,2019-05-30 13:17:31,2019-05-30 13:46:57,40.76675,-73.95071999999999,0.179,At 71st St/Exit 13 - Accident. Two lanes blocked.,,FDR Dr N,R,New York,New York,NY,10021,US,US/Eastern,KNYC,2019-05-30 13:11:00,68.0,68.0,73.0,29.65,8.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,13,2019-05-30,Thursday
3465945,A-3466109,Bing,,2,2019-05-30 17:57:21,2019-05-30 18:26:23,40.847427,-73.934781,0.0,At Amsterdam Ave/Harlem River Dr - Accident. Lane blocked.,1360.0, Saint Nicholas Ave,R,New York,New York,NY,10033-6251,US,US/Eastern,KNYC,2019-05-30 18:00:00,62.0,62.0,93.0,29.56,0.5,VAR,6.0,0.14,Heavy Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,17,2019-05-30,Thursday
3465962,A-3466126,Bing,,2,2019-05-30 18:48:20,2019-05-30 19:18:14,40.84644,-73.93082,0.026000000000000002,Ramp to I-95/Cross Bronx Expy Southbound - Accident. Left lane blocked.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-30 18:49:00,62.0,62.0,96.0,29.57,2.0,CALM,0.0,0.6,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,18,2019-05-30,Thursday
3466676,A-3466840,Bing,,2,2019-04-30 10:54:15,2019-04-30 11:21:35,40.76095,-73.9564,0.0,At RT-25/63rd St/Exit 12 - Accident. Lane blocked.,,FDR Dr S,R,New York,New York,NY,10065,US,US/Eastern,KNYC,2019-04-30 10:51:00,54.0,54.0,86.0,30.05,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,4,10,2019-04-30,Tuesday
3466698,A-3466862,Bing,,2,2019-04-30 18:22:19,2019-04-30 18:52:14,40.877724,-73.922253,0.0,At Henry Hudson Bridge - Accident. Lane blocked.,,Henry Hudson Pkwy S,R,New York,New York,NY,10034,US,US/Eastern,KLGA,2019-04-30 18:51:00,54.0,54.0,77.0,30.28,10.0,NE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,4,18,2019-04-30,Tuesday
3467209,A-3467373,Bing,,2,2019-05-01 15:10:47,2019-05-01 15:40:20,40.80932,-73.93493000000001,0.162,At FDR Dr S/Harlem River Dr - Accident. Lane blocked.,,Harlem River Dr S,R,New York,New York,NY,10037,US,US/Eastern,KNYC,2019-05-01 14:51:00,54.0,54.0,64.0,30.23,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,15,2019-05-01,Wednesday
3467778,A-3467942,Bing,,3,2019-05-02 18:58:44,2019-05-02 19:26:07,40.847590000000004,-73.935158,0.0,At Amsterdam Ave/Harlem River Dr - Accident. Two lanes blocked.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-02 18:51:00,57.0,57.0,77.0,30.01,10.0,VAR,5.0,0.0,Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,5,18,2019-05-02,Thursday
3468597,A-3468761,Bing,,2,2019-06-03 09:20:24,2019-06-03 09:48:33,40.781279999999995,-73.9441,0.221,At 96th St/Exit 14 - Accident. Right lane blocked.,,FDR Dr N,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2019-06-03 08:51:00,62.0,62.0,48.0,29.75,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,9,2019-06-03,Monday
3468639,A-3468803,Bing,,2,2019-06-03 18:46:43,2019-06-03 19:15:28,40.85002,-73.94399,0.899,Between Amsterdam Ave/Harlem River Dr and Hudson Ter/Palisades Pky - Accident. Right lane blocked.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-03 18:51:00,67.0,67.0,30.0,29.8,10.0,VAR,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,18,2019-06-03,Monday
3468641,A-3468805,Bing,,3,2019-06-03 18:33:13,2019-06-03 19:02:27,40.716281,-73.975779,0.263,At Grand St/Exit 4 - Accident. Two lanes blocked. Lane blocked.,,FDR Dr S,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2019-06-03 18:51:00,67.0,67.0,30.0,29.8,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,18,2019-06-03,Monday
3468645,A-3468809,Bing,,3,2019-06-03 19:12:56,2019-06-03 19:42:25,40.716281,-73.975779,0.08900000000000001,At Grand St/Exit 4 - Accident. Two lanes blocked.,,FDR Dr S,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2019-06-03 18:51:00,67.0,67.0,30.0,29.8,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,19,2019-06-03,Monday
3469137,A-3469301,Bing,,3,2019-06-04 06:50:24,2019-06-04 07:19:45,40.846940000000004,-73.93365,0.196,Between Amsterdam Ave/Harlem River Dr and Washington Brg Upper LVL Split - Accident. Two lanes blocked.,271.0, Audubon Ave,R,New York,New York,NY,10033-6328,US,US/Eastern,KNYC,2019-06-04 06:51:00,55.0,55.0,57.0,29.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,6,2019-06-04,Tuesday
3469138,A-3469302,Bing,,3,2019-06-04 06:50:24,2019-06-04 07:19:45,40.84584,-73.9302,0.133,At Alexander Hamilton Brg - Accident. Two lanes blocked.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-04 06:51:00,55.0,55.0,57.0,29.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,6,2019-06-04,Tuesday
3469169,A-3469333,Bing,,2,2019-06-04 14:39:09,2019-06-04 15:07:26,40.710939,-73.980322,0.0,At Montgomery St/Exit 3 - Accident. Lane blocked.,,FDR Dr S,R,New York,New York,NY,10002,US,US/Eastern,KJRB,2019-06-04 14:51:00,69.0,69.0,33.0,29.9,10.0,VAR,6.0,0.0,Fair,True,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,14,2019-06-04,Tuesday
